usage_id,customer_id,data_usage_amount,usage_date,usage_time
2497,8126,33856.21,2022-07-31,23:36:07
2498,5618,32373.86,2023-06-27,01:54:08
2499,5411,10363.0,2023-02-25,15:29:45
2500,8190,46350.33,2022-03-03,19:34:37
2501,7584,35677.13,2023-04-25,08:58:35
2502,3168,44425.37,2023-12-16,21:47:34
2503,8996,39812.55,2022-08-25,13:04:04
2504,2857,49963.82,2023-07-15,15:56:36
2505,8462,12714.14,2023-01-20,08:57:55
2506,173,22257.57,2023-09-14,08:27:09
2507,7314,3494.83,2022-06-08,05:07:47
2508,1096,39295.06,2023-03-09,06:48:38
2509,4658,46811.11,2023-12-29,05:59:41
2510,1822,20536.38,2022-09-12,13:48:55
2511,6988,30049.43,2022-02-11,01:58:15
2512,1547,1958.91,2023-01-29,06:54:36
2513,9847,45344.04,2023-03-19,16:09:46
2514,1299,32511.63,2023-08-27,21:29:22
2515,5668,46156.75,2022-07-18,16:52:17
2516,6188,30206.27,2023-05-14,07:02:09
2517,8169,40524.6,2022-03-22,15:28:22
2518,3224,39215.83,2023-01-09,13:50:56
2519,8681,44662.7,2022-10-27,20:59:53
2520,4752,11171.45,2022-03-05,10:19:08
2521,6618,19259.68,2023-03-15,21:28:06
2522,3902,36433.2,2023-10-29,12:09:19
2523,5465,30481.9,2022-02-07,08:25:47
2524,7201,44481.9,2022-10-08,18:10:25
2525,482,5401.38,2023-09-10,13:12:40
2526,7967,46730.75,2023-12-13,14:18:24
2527,6246,21840.98,2022-02-17,11:38:49
2528,8235,22107.12,2022-11-18,17:37:00
2529,6145,754.4,2022-04-14,22:51:19
2530,6420,3153.66,2023-04-01,16:55:59
2531,4246,10833.0,2022-04-20,01:26:11
2532,4672,37687.57,2023-08-01,05:48:03
2533,8193,21469.2,2022-11-15,14:00:23
2534,5099,22767.28,2023-08-03,10:36:53
2535,1352,37640.68,2022-09-18,11:21:50
2536,9230,41727.54,2023-04-01,22:41:30
2537,5239,38807.99,2023-08-29,03:54:20
2538,6091,19743.77,2022-07-23,02:46:59
2539,8620,45883.98,2022-02-07,00:01:34
2540,9679,48286.48,2022-03-25,13:38:01
2541,5164,38804.42,2023-06-19,06:43:12
2542,1356,35864.28,2022-11-06,16:45:31
2543,3049,4615.81,2023-11-05,23:16:50
2544,6572,34587.83,2023-04-23,19:30:52
2545,2775,8286.08,2023-10-24,08:39:36
2546,8629,41750.64,2022-09-21,15:49:08
2547,2146,11412.76,2023-01-15,07:15:52
2548,3399,42059.81,2022-01-05,19:05:06
2549,1658,49141.28,2023-06-12,00:01:51
2550,3038,23888.82,2022-11-22,18:24:52
2551,3012,35209.78,2023-11-10,01:21:01
2552,1547,40910.82,2023-08-29,12:40:02
2553,6222,13341.51,2023-07-04,20:57:30
2554,1241,30024.88,2022-12-19,22:26:00
2555,7537,26187.82,2022-03-09,21:00:10
2556,3579,2264.09,2022-07-02,14:05:13
2557,6114,41583.91,2023-01-26,22:27:39
2558,4512,17424.17,2022-10-06,04:27:03
2559,9106,49197.08,2023-10-19,07:54:49
2560,8828,22117.28,2023-01-09,09:03:59
2561,6717,18219.66,2022-11-22,17:07:28
2562,1989,29775.84,2023-06-12,15:36:38
2563,4014,6383.24,2022-11-05,02:26:41
2564,7317,32889.93,2022-05-30,00:41:18
2565,9588,6344.73,2022-02-08,04:00:29
2566,5107,11677.55,2023-12-12,09:21:55
2567,8793,6427.87,2023-03-18,03:21:49
2568,7081,27296.97,2023-09-05,06:10:26
2569,7151,38407.28,2022-11-11,04:23:09
2570,9125,1221.03,2023-07-30,22:05:25
2571,7252,5320.91,2023-12-20,21:21:33
2572,8002,17404.43,2023-02-10,14:17:06
2573,5127,44562.87,2022-09-21,17:42:09
2574,8971,2040.38,2023-03-25,17:31:11
2575,6828,41654.47,2022-12-28,18:38:58
2576,3091,7781.25,2022-06-22,22:30:14
2577,8673,20593.23,2023-05-17,18:31:11
2578,7717,48721.88,2022-05-31,17:23:43
2579,6781,32698.11,2023-12-26,14:14:37
2580,8191,12013.8,2023-11-26,09:53:56
2581,6944,45173.0,2023-03-09,10:36:40
2582,2792,31272.69,2023-10-18,07:48:59
2583,9500,10308.82,2023-04-21,11:20:05
2584,6056,6835.13,2022-06-15,18:59:20
2585,523,35774.0,2022-03-19,23:23:05
2586,5601,16815.03,2022-11-07,01:24:35
2587,1563,6086.41,2022-03-23,04:02:28
2588,7908,22554.82,2022-03-07,22:39:31
2589,446,5217.11,2023-12-09,12:41:44
2590,7879,12705.11,2022-12-24,13:39:11
2591,9991,7788.47,2022-08-28,23:07:32
2592,9251,40814.96,2023-02-22,00:31:29
2593,7294,6930.42,2022-06-09,08:07:15
2594,9015,26361.22,2023-01-27,08:25:12
2595,1763,41871.66,2022-11-28,14:07:51
2596,5876,8935.54,2022-05-03,04:12:29
2597,1076,11804.43,2023-08-03,13:39:03
2598,7947,10117.96,2023-05-31,13:04:51
2599,3960,35049.08,2023-09-15,03:36:42
2600,8398,7726.91,2023-04-14,03:44:03
2601,3101,46777.38,2023-02-16,13:37:06
2602,6632,28547.68,2022-01-13,02:16:38
2603,2279,14035.28,2023-09-26,17:49:23
2604,4792,33749.74,2022-06-15,13:27:17
2605,5760,27250.94,2022-08-31,11:47:23
2606,4980,44754.95,2022-06-28,23:30:08
2607,7623,40203.8,2022-02-28,10:39:03
2608,5082,8739.05,2022-01-22,05:09:10
2609,4480,22131.88,2023-12-21,01:22:10
2610,2343,25349.0,2022-11-22,14:32:12
2611,3496,39410.86,2023-10-15,23:45:36
2612,2199,37847.97,2022-03-25,15:48:09
2613,464,20971.42,2022-06-04,04:19:57
2614,6485,35508.95,2023-10-21,20:41:29
2615,3662,16606.38,2022-07-19,07:21:02
2616,6161,16144.9,2022-07-17,07:56:59
2617,2242,36923.08,2023-11-12,13:02:28
2618,7533,15017.66,2022-09-09,22:25:25
2619,2998,35815.7,2022-10-25,09:56:25
2620,3390,598.51,2023-06-14,01:32:06
2621,2058,11013.19,2022-09-17,09:08:57
2622,3364,21815.82,2022-08-14,22:21:25
2623,5587,14450.56,2023-05-15,22:41:26
2624,8767,29794.16,2022-08-04,09:20:44
2625,3960,16221.69,2022-08-29,16:55:22
2626,9338,12324.85,2023-08-31,20:50:22
2627,1793,3629.72,2022-06-26,22:46:27
2628,379,23430.52,2023-11-10,22:50:41
2629,5527,30726.01,2022-10-21,11:27:42
2630,4797,33925.98,2023-09-02,12:25:39
2631,5908,7072.65,2023-10-19,07:45:48
2632,8296,26130.08,2023-10-20,04:45:59
2633,7277,30697.4,2022-08-04,23:36:08
2634,9110,31791.85,2022-09-16,20:10:19
2635,9291,29015.88,2023-11-16,19:10:04
2636,737,9511.2,2022-03-07,16:06:55
2637,9038,12973.23,2023-12-18,12:47:49
2638,6947,24294.67,2022-05-03,08:25:53
2639,2494,47523.25,2023-05-08,01:05:46
2640,2674,510.49,2023-09-24,17:44:17
2641,2163,1242.45,2022-11-04,06:27:53
2642,7658,2866.12,2023-03-03,03:19:50
2643,5544,39859.9,2022-06-09,19:56:00
2644,680,16092.03,2023-07-30,16:09:21
2645,5140,22068.42,2022-04-21,06:43:13
2646,518,45292.02,2023-05-05,11:28:11
2647,8829,17000.84,2023-07-25,18:26:21
2648,6387,41590.37,2023-01-14,02:25:09
2649,4124,36220.32,2022-03-26,09:14:44
2650,1851,7148.12,2023-05-23,07:08:18
2651,7460,30837.19,2022-06-17,11:18:14
2652,4627,35350.47,2023-07-02,05:16:54
2653,280,46297.55,2023-10-18,10:54:13
2654,5171,49534.41,2022-04-17,06:31:12
2655,1770,2104.57,2022-03-16,06:41:41
2656,7788,46747.43,2022-11-25,21:39:09
2657,4878,43890.9,2022-04-15,13:23:18
2658,1525,36091.57,2023-01-06,06:29:27
2659,8745,5518.96,2022-04-10,01:40:31
2660,1397,18515.64,2023-10-22,14:06:44
2661,8313,15234.56,2023-02-11,14:18:26
2662,5618,6605.02,2022-08-03,11:56:41
2663,3720,17660.03,2022-06-02,16:57:52
2664,6172,14176.07,2023-08-25,17:29:42
2665,5248,6821.84,2022-11-28,11:36:32
2666,1501,11053.5,2023-02-27,00:08:59
2667,8016,35048.53,2023-07-21,19:22:23
2668,5269,19068.37,2022-03-16,06:57:47
2669,3825,40757.58,2023-06-19,13:17:23
2670,9651,31585.78,2022-09-04,05:46:12
2671,5429,40325.62,2023-06-15,10:46:52
2672,285,14176.84,2022-06-03,20:37:43
2673,7276,40088.29,2023-12-30,13:48:26
2674,7789,33388.96,2022-06-14,12:39:37
2675,3647,47457.24,2022-09-07,07:07:27
2676,471,9946.6,2022-08-03,12:45:56
2677,6510,5423.24,2023-08-19,01:25:12
2678,7219,40372.84,2022-07-25,16:47:21
2679,7925,18042.74,2023-05-31,20:49:20
2680,6814,5463.22,2022-05-14,12:10:37
2681,2634,46633.17,2023-08-05,06:58:42
2682,6532,20603.16,2022-04-02,05:20:38
2683,9214,11501.78,2023-08-27,03:09:58
2684,2558,17451.45,2022-07-22,00:21:09
2685,3286,17946.93,2022-03-06,09:42:36
2686,3011,41589.73,2022-09-25,18:01:26
2687,8032,14459.32,2022-12-06,17:01:33
2688,5024,34405.27,2022-01-26,19:13:49
2689,678,4805.66,2023-07-02,02:32:15
2690,7891,2599.65,2022-09-08,21:29:41
2691,7638,16445.65,2023-02-22,09:14:36
2692,1688,3810.9,2022-03-03,06:19:18
2693,8217,31800.69,2022-05-26,20:41:49
2694,5506,33240.33,2023-09-24,17:14:31
2695,5231,28996.69,2023-03-14,02:05:30
2696,4426,1709.44,2022-04-12,05:48:12
2697,5343,24999.45,2022-11-12,10:45:29
2698,6112,28256.41,2022-09-30,20:25:29
2699,9466,27771.21,2022-01-23,19:01:38
2700,2337,14057.98,2023-02-17,05:03:26
2701,8985,36290.12,2022-05-21,16:53:14
2702,7601,27760.22,2022-11-27,03:16:25
2703,2603,16883.54,2023-08-08,00:27:58
2704,5058,36514.23,2023-06-21,01:46:16
2705,2369,46252.76,2022-09-03,06:12:17
2706,1623,49703.71,2023-06-20,18:27:52
2707,3604,44715.26,2023-01-26,23:18:21
2708,2067,4747.39,2022-11-16,01:23:31
2709,2927,24847.94,2023-10-08,21:11:21
2710,2598,17586.38,2022-06-30,06:27:50
2711,1950,15400.38,2023-08-15,12:56:10
2712,209,21838.46,2023-12-22,11:03:25
2713,3597,42035.26,2022-09-29,01:07:28
2714,5348,22159.43,2022-05-16,19:32:19
2715,88,42344.53,2022-05-17,22:33:52
2716,200,10631.66,2022-05-26,12:03:26
2717,7113,18573.03,2023-11-03,22:55:15
2718,7081,1744.39,2022-06-20,09:25:06
2719,1705,30279.36,2022-06-19,05:38:12
2720,1116,17873.18,2022-05-03,14:00:05
2721,642,29294.91,2023-08-25,02:48:43
2722,1893,12944.23,2023-12-09,11:17:10
2723,2792,40473.82,2023-10-04,08:44:30
2724,725,46856.98,2023-03-07,16:16:39
2725,1077,14215.27,2023-05-27,04:48:57
2726,9479,19749.9,2023-04-17,18:14:51
2727,4312,5039.14,2023-07-02,05:31:02
2728,3338,22710.03,2023-11-06,12:20:59
2729,3558,37677.73,2022-05-21,12:34:00
2730,9010,41232.97,2023-09-20,17:51:19
2731,8198,27153.32,2022-06-17,08:46:28
2732,9554,25902.58,2022-12-06,08:37:16
2733,2773,13064.3,2023-09-27,08:06:23
2734,3665,22554.92,2023-01-24,04:51:55
2735,4018,5070.51,2022-10-26,04:22:37
2736,9112,5585.55,2022-07-14,09:22:21
2737,2707,28197.23,2023-02-28,15:28:25
2738,3894,6579.29,2022-02-05,11:55:15
2739,1136,38656.25,2023-11-17,00:48:32
2740,149,20298.58,2022-07-29,12:17:09
2741,7786,2441.62,2022-05-27,15:28:38
2742,4216,27115.15,2023-12-15,11:20:51
2743,8313,32899.4,2023-11-28,16:02:57
2744,9546,23698.1,2023-01-13,04:57:21
2745,322,36791.88,2023-09-30,14:35:35
2746,7886,26792.04,2023-08-30,23:40:40
2747,1201,30785.38,2023-07-11,04:46:51
2748,9612,38381.65,2022-08-17,17:18:17
2749,9597,30683.09,2023-10-27,03:15:02
2750,6761,4465.62,2023-09-16,09:13:24
2751,2221,45837.41,2023-01-02,18:48:44
2752,2438,28275.09,2022-08-17,13:13:46
2753,6565,5833.39,2022-07-09,02:32:31
2754,4210,15806.89,2023-08-04,20:23:07
2755,6187,20644.4,2022-04-04,06:52:59
2756,3454,15557.99,2022-04-25,08:06:47
2757,2308,4518.78,2022-08-02,02:40:40
2758,6160,7920.09,2023-02-18,22:29:58
2759,2414,31746.39,2022-02-10,01:57:21
2760,7914,20334.17,2023-07-15,09:53:21
2761,8249,4871.02,2022-10-03,01:05:13
2762,3304,593.3,2023-01-30,08:48:41
2763,8641,39805.26,2022-02-27,11:37:14
2764,6490,14711.51,2023-05-20,21:46:58
2765,815,10058.01,2022-01-02,11:36:01
2766,8362,13898.81,2022-12-29,04:10:32
2767,7473,49576.38,2022-02-04,14:52:57
2768,1766,21183.56,2023-12-17,15:46:54
2769,2987,36446.18,2023-01-24,14:41:45
2770,7873,7984.33,2022-07-15,22:32:15
2771,9510,36454.63,2023-06-02,16:32:01
2772,1037,47568.65,2022-12-15,02:14:15
2773,292,20447.47,2023-10-05,13:23:42
2774,582,8407.05,2023-03-09,15:47:29
2775,6566,1015.77,2022-11-01,06:01:38
2776,9429,31540.71,2023-07-30,02:42:20
2777,6443,18533.14,2022-04-20,01:42:21
2778,802,21732.17,2022-08-16,17:59:44
2779,9356,35004.04,2023-05-20,22:56:54
2780,6462,49292.8,2022-09-22,07:47:47
2781,3563,4177.61,2023-12-22,04:26:31
2782,9121,1553.25,2022-02-27,22:03:53
2783,3902,1387.13,2023-10-01,06:32:00
2784,896,48026.54,2022-11-25,05:20:47
2785,5200,14492.74,2023-05-06,05:26:58
2786,989,7275.2,2023-08-31,01:52:28
2787,6824,41633.99,2023-06-06,14:53:58
2788,1831,1569.51,2023-10-06,08:52:55
2789,8390,18905.6,2023-12-28,00:39:47
2790,261,22238.32,2023-05-08,06:55:36
2791,1930,3883.13,2022-02-24,02:13:55
2792,5286,37710.65,2022-11-29,19:00:48
2793,9579,48031.24,2023-12-09,20:13:38
2794,7356,10126.91,2023-04-13,20:45:11
2795,5299,34593.16,2022-06-20,03:10:15
2796,8664,5369.3,2023-10-24,11:55:22
2797,629,12505.84,2023-03-18,02:45:25
2798,3511,24206.69,2022-12-24,21:14:09
2799,1686,43381.3,2022-12-10,00:25:46
2800,7286,6957.96,2023-11-06,01:14:24
2801,9056,28852.23,2022-06-26,07:32:39
2802,8931,18193.2,2023-11-20,02:21:57
2803,1098,16208.23,2023-09-05,18:50:11
2804,3219,29672.28,2022-11-18,14:09:38
2805,8705,4312.7,2023-09-21,20:30:33
2806,4115,18826.83,2022-12-16,18:35:07
2807,3530,35117.38,2022-11-26,02:15:24
2808,8058,2236.76,2023-07-01,19:54:33
2809,7161,15366.28,2022-05-23,04:22:25
2810,7425,35084.02,2023-10-08,23:47:15
2811,3441,13450.09,2023-11-18,04:47:36
2812,2261,32998.73,2023-01-04,02:53:53
2813,9476,8577.34,2023-06-04,08:16:33
2814,328,32372.12,2023-08-12,19:14:17
2815,915,27964.77,2022-03-16,00:42:48
2816,7314,16616.15,2023-12-25,03:19:09
2817,7912,9918.73,2023-06-07,11:06:14
2818,9909,40196.29,2023-03-29,23:58:27
2819,7469,13662.05,2022-01-13,14:56:52
2820,5142,41573.88,2023-05-08,12:37:33
2821,6298,40964.76,2022-05-20,05:15:56
2822,3526,27798.83,2023-06-05,09:58:41
2823,8853,20721.79,2022-10-17,00:09:00
2824,8541,12323.84,2023-09-19,13:39:05
2825,874,21697.82,2022-06-12,06:05:43
2826,5359,16790.73,2022-01-23,09:23:08
2827,6325,19321.53,2023-06-07,07:10:58
2828,1211,816.67,2022-10-02,23:06:44
2829,2685,10208.16,2023-12-28,05:18:28
2830,5132,16836.4,2022-02-10,05:51:46
2831,8603,48122.73,2023-09-19,22:23:08
2832,6959,11590.59,2022-08-19,13:33:28
2833,7610,42891.48,2023-08-03,00:59:50
2834,718,23447.11,2022-07-31,02:17:00
2835,5954,5930.4,2022-07-28,23:22:51
2836,393,36365.72,2022-01-31,02:29:33
2837,8393,46911.91,2022-09-25,07:25:10
2838,8158,9254.88,2023-12-05,06:01:15
2839,7565,35249.12,2022-02-22,02:46:32
2840,3784,14654.42,2023-03-24,02:17:26
2841,6623,42455.24,2023-11-09,14:09:36
2842,3084,46204.62,2023-10-21,04:38:16
2843,6288,36222.35,2023-03-19,20:50:28
2844,3483,2323.67,2023-09-27,15:55:47
2845,5587,44367.24,2023-04-14,20:18:26
2846,4630,25752.27,2022-03-08,16:33:09
2847,9218,42531.77,2022-07-23,08:12:02
2848,8491,6844.42,2022-03-31,12:33:31
2849,1714,2093.6,2023-07-17,23:40:08
2850,6073,36838.13,2023-06-17,12:47:17
2851,4034,20603.1,2022-04-26,19:26:42
2852,3203,27089.77,2022-03-15,10:05:09
2853,9950,29413.91,2023-07-10,22:25:48
2854,6005,20951.93,2023-01-28,23:27:25
2855,469,8395.19,2023-12-15,18:28:50
2856,864,44177.07,2022-09-20,16:59:41
2857,476,25109.45,2022-07-14,22:14:43
2858,6170,19820.89,2023-11-15,11:27:40
2859,2862,45165.04,2023-09-13,16:41:19
2860,6528,33694.71,2022-11-27,23:36:45
2861,2689,47496.89,2023-02-22,07:42:50
2862,7092,36878.08,2022-09-20,04:52:50
2863,2794,6519.69,2022-10-06,03:58:16
2864,465,15924.47,2022-01-25,19:32:04
2865,57,1471.11,2023-03-10,03:16:15
2866,5908,11665.05,2023-12-29,21:59:55
2867,2945,3408.36,2023-05-29,22:00:32
2868,2883,10268.32,2023-08-03,07:22:49
2869,3423,15534.57,2023-09-07,23:30:33
2870,277,40032.7,2023-04-10,17:13:51
2871,1528,7289.18,2022-03-29,10:11:00
2872,263,43821.66,2023-07-31,12:56:14
2873,8666,29455.4,2022-10-27,21:54:57
2874,2802,20522.58,2022-01-05,12:54:30
2875,4670,12767.4,2022-07-13,02:41:24
2876,7407,40306.03,2023-06-20,13:07:07
2877,1504,2959.46,2023-12-23,16:31:17
2878,6893,9894.67,2023-04-18,21:53:31
2879,8046,41296.73,2022-07-11,13:45:26
2880,8446,36548.44,2023-04-07,01:10:26
2881,3915,17228.85,2023-02-14,20:23:40
2882,7417,37082.41,2022-06-06,05:50:37
2883,906,32421.76,2022-03-02,20:22:10
2884,2115,40491.75,2022-01-06,16:47:24
2885,4942,30083.68,2022-01-01,20:27:08
2886,1039,7631.29,2023-03-27,04:35:05
2887,734,45875.69,2022-08-25,21:28:22
2888,9619,3681.21,2022-04-12,13:05:15
2889,8576,35424.66,2023-07-25,00:59:22
2890,6337,32865.62,2022-04-08,21:59:09
2891,4678,18788.31,2023-09-10,10:02:56
2892,1123,25295.86,2023-10-06,08:13:11
2893,1010,43071.99,2023-11-07,06:41:42
2894,4019,46118.84,2022-12-22,09:47:16
2895,5774,9342.13,2022-12-03,04:29:14
2896,1161,16238.55,2022-12-28,11:45:22
2897,1257,10716.42,2023-11-08,19:14:03
2898,3033,26602.67,2023-06-01,14:44:24
2899,4646,21562.66,2023-10-02,20:52:59
2900,4019,16520.58,2023-10-25,13:05:18
2901,2663,5420.61,2022-11-20,07:06:18
2902,5378,40568.17,2023-11-05,17:38:31
2903,3784,5590.59,2022-07-12,12:31:43
2904,6776,37067.65,2023-12-10,02:37:38
2905,7481,31354.33,2023-03-24,08:31:33
2906,3111,41003.09,2023-07-02,20:27:56
2907,5499,7670.24,2023-03-28,16:31:26
2908,3482,36103.09,2022-11-14,04:17:00
2909,5562,49142.59,2023-12-16,17:13:17
2910,5285,19679.4,2023-02-01,22:30:28
2911,4300,12938.04,2022-07-28,11:18:08
2912,2694,41085.01,2023-06-07,05:39:47
2913,2510,42980.82,2023-03-06,03:15:13
2914,4068,7143.52,2022-06-07,08:12:34
2915,4911,20009.18,2023-09-04,12:56:08
2916,503,34077.54,2023-10-06,22:29:31
2917,4837,26598.84,2022-07-21,12:23:35
2918,3910,11843.32,2023-09-22,06:23:59
2919,7056,11443.23,2022-11-04,15:24:47
2920,7845,7341.62,2022-06-19,12:43:01
2921,8697,15826.24,2022-10-11,20:39:15
2922,1082,4313.17,2023-01-20,21:42:43
2923,3331,45785.14,2023-06-07,10:37:31
2924,6820,881.66,2022-01-01,03:32:00
2925,6290,41005.43,2022-03-30,08:46:46
2926,1230,43272.67,2023-01-18,10:17:59
2927,4966,2411.75,2023-01-04,17:00:22
2928,2085,13749.58,2023-09-11,01:10:10
2929,9084,34294.03,2022-10-07,16:47:50
2930,394,40321.13,2023-05-30,05:46:02
2931,5005,40759.11,2023-12-30,14:37:56
2932,553,34514.77,2022-03-31,20:06:56
2933,4655,18490.4,2023-07-29,21:25:27
2934,1339,5000.85,2023-12-17,06:57:31
2935,4645,49781.13,2022-06-22,12:48:22
2936,8607,49767.9,2022-03-23,22:19:26
2937,7732,39240.26,2022-11-06,23:23:36
2938,2894,30125.05,2022-09-14,13:53:42
2939,365,39458.33,2022-11-16,06:14:53
2940,5220,32902.51,2023-03-07,18:05:40
2941,3772,39971.56,2022-06-23,02:05:52
2942,3454,34820.75,2023-06-21,12:39:57
2943,2493,43049.11,2022-03-24,04:09:20
2944,6295,14798.43,2023-02-27,23:22:29
2945,753,35333.63,2022-09-15,05:07:25
2946,5951,32622.86,2022-09-06,02:41:39
2947,2521,44025.57,2022-03-28,09:03:08
2948,3871,29870.7,2022-09-04,12:01:36
2949,3017,24152.53,2022-12-11,10:31:00
2950,6793,10494.16,2023-12-14,11:16:00
2951,808,5496.73,2023-08-15,20:06:51
2952,2334,23189.43,2022-11-05,08:10:32
2953,1894,43715.91,2022-06-16,02:00:07
2954,9426,21607.56,2023-10-05,12:36:53
2955,5330,1386.74,2023-10-26,04:23:55
2956,1916,23407.13,2022-09-11,06:10:13
2957,7729,39346.87,2023-12-02,04:58:23
2958,1433,13360.19,2023-01-06,03:40:30
2959,872,43730.59,2022-01-01,04:50:18
2960,22,4872.63,2022-06-01,07:22:33
2961,8916,26920.84,2022-06-14,06:36:59
2962,1013,44675.1,2023-09-28,11:55:08
2963,8442,38976.83,2023-02-05,07:06:34
2964,6920,30641.88,2023-09-29,11:02:14
2965,7622,34415.3,2023-06-19,16:03:32
2966,777,37727.88,2023-09-24,16:08:10
2967,2732,17655.36,2022-08-29,21:36:08
2968,6362,5669.67,2022-08-20,06:54:20
2969,597,48241.66,2023-09-29,07:01:14
2970,4358,42653.24,2022-03-04,00:43:32
2971,6595,33263.24,2023-10-17,02:44:27
2972,2910,46340.35,2022-01-11,03:09:26
2973,4397,32930.78,2023-03-10,05:30:26
2974,1943,32537.0,2022-06-23,20:51:24
2975,1005,5660.88,2022-11-16,05:10:43
2976,9627,9155.3,2023-12-30,10:03:31
2977,1573,32677.49,2023-10-09,12:14:10
2978,6498,4898.13,2023-11-04,00:49:51
2979,3923,21461.31,2022-05-17,02:19:14
2980,5671,1327.74,2023-11-28,10:41:37
2981,7682,47066.63,2023-09-18,21:01:49
2982,6139,46098.29,2022-01-27,18:24:21
2983,3376,46395.22,2022-08-18,18:34:00
2984,9638,11042.38,2023-10-22,17:24:17
2985,6838,14833.99,2022-08-16,04:38:41
2986,8042,1601.72,2023-03-30,20:23:22
2987,4005,27212.77,2022-04-05,06:13:35
2988,1769,49268.36,2023-02-15,14:00:23
2989,4563,12240.47,2022-06-21,01:36:01
2990,3609,23857.07,2022-04-07,11:50:36
2991,8850,20414.09,2023-12-01,00:19:04
2992,7366,41565.64,2023-08-11,07:16:51
2993,1230,22434.29,2022-09-29,16:06:26
2994,9948,18447.23,2023-04-01,23:13:14
2995,2282,3341.99,2023-07-25,19:23:00
2996,8748,2566.93,2022-10-07,00:24:42
2997,8745,49225.67,2022-11-10,16:20:28
2998,3855,43484.14,2023-12-01,02:12:01
2999,446,48720.9,2022-06-07,07:51:44
3000,4512,10332.7,2023-12-04,14:27:20
3001,550,13412.37,2023-12-18,00:06:37
3002,8343,19945.23,2022-07-05,06:52:08
3003,4372,34962.14,2023-04-01,05:43:25
3004,3782,45768.08,2022-02-16,13:52:05
3005,3745,18780.27,2022-08-25,18:29:41
3006,5549,17440.94,2022-06-13,05:24:06
3007,89,17981.98,2023-03-17,00:08:44
3008,9869,31584.02,2023-01-27,06:29:31
3009,9436,41485.39,2022-12-14,04:40:23
3010,7670,45453.78,2022-09-23,21:41:53
3011,2879,47211.8,2022-05-08,20:00:27
3012,6839,38924.98,2022-08-31,03:43:53
3013,1661,22149.27,2022-11-10,08:18:14
3014,8833,14058.2,2023-02-08,22:13:29
3015,4726,45809.13,2022-04-06,06:54:52
3016,8429,6955.31,2023-11-12,22:26:13
3017,7593,38691.43,2022-10-05,18:17:57
3018,5234,49458.75,2023-11-24,17:37:22
3019,9587,26588.28,2022-06-17,18:04:40
3020,1837,9338.94,2022-08-21,22:32:39
3021,8921,9107.79,2023-03-28,16:20:00
3022,2008,41343.35,2022-10-11,23:35:19
3023,5992,29777.35,2022-07-09,01:56:05
3024,8377,25942.0,2022-01-27,06:04:39
3025,5074,15353.5,2022-02-13,18:17:06
3026,3173,47839.83,2023-06-11,13:25:56
3027,5788,33424.63,2022-01-02,21:57:30
3028,1561,22102.27,2022-10-19,00:52:01
3029,5168,49384.84,2023-03-05,10:14:27
3030,7471,11888.45,2022-03-19,07:45:56
3031,6297,42524.56,2023-02-05,19:08:19
3032,8584,6460.96,2022-02-27,18:48:36
3033,1234,19468.5,2023-11-05,12:05:32
3034,9613,10859.43,2023-04-23,11:32:09
3035,5256,43086.63,2022-01-08,09:40:03
3036,3716,23152.73,2022-05-30,16:36:29
3037,4165,42070.15,2022-08-15,12:27:08
3038,559,14742.38,2022-10-21,01:39:36
3039,8352,31912.73,2022-04-19,22:03:55
3040,4455,10160.6,2023-09-11,06:50:48
3041,8770,9072.13,2023-02-01,02:52:20
3042,947,21763.25,2022-08-31,19:00:39
3043,8464,10514.4,2022-08-18,07:28:04
3044,3721,11940.29,2022-06-13,15:01:49
3045,2892,30432.83,2023-09-04,20:18:23
3046,7538,25442.47,2022-04-17,10:49:49
3047,1604,31287.29,2022-08-27,22:50:48
3048,1056,13799.8,2022-08-17,16:02:37
3049,2705,23322.73,2022-12-21,14:23:46
3050,2001,2257.45,2023-11-24,16:01:39
3051,9868,35632.84,2022-09-03,23:27:28
3052,764,30981.54,2023-05-20,09:14:07
3053,9608,6196.83,2022-04-14,16:01:26
3054,5706,38303.01,2022-11-27,07:39:14
3055,9525,15083.45,2022-09-05,06:00:08
3056,525,20004.81,2022-07-16,03:09:17
3057,7082,19520.25,2023-05-14,06:50:44
3058,3711,1349.35,2022-06-21,21:28:29
3059,5385,12494.6,2022-06-10,07:12:12
3060,4055,32607.82,2022-09-13,19:57:36
3061,7586,33821.64,2022-09-19,02:30:10
3062,7593,29769.02,2022-07-20,16:55:40
3063,5772,44548.42,2023-08-20,05:48:23
3064,9776,28746.68,2023-07-26,08:31:47
3065,6058,19890.17,2022-02-06,07:14:34
3066,5609,18307.25,2023-03-15,04:58:44
3067,4170,47151.28,2023-11-20,03:39:43
3068,7456,14800.46,2023-08-28,17:28:33
3069,341,37531.39,2022-10-14,02:22:45
3070,2702,28376.57,2022-11-17,19:21:36
3071,490,14509.55,2022-07-26,12:00:12
3072,1968,20478.48,2023-08-29,16:05:35
3073,8934,6182.69,2023-09-20,19:39:26
3074,1318,6118.66,2022-05-12,00:29:27
3075,2407,22912.25,2022-09-08,16:37:50
3076,1790,36841.35,2022-01-18,06:31:49
3077,2049,40568.0,2022-04-08,15:01:55
3078,9207,1646.47,2023-02-11,17:32:02
3079,1500,24884.83,2023-04-16,21:30:07
3080,9481,22653.52,2022-06-04,17:58:24
