usage_id,customer_id,service_type,usage_amount,usage_date,usage_time
1376,7650,SMS,854.64,2023-09-08,23:04:13
1377,9354,call,192.54,2023-09-15,05:59:25
1378,1045,call,188.85,2023-05-18,18:14:55
1379,8597,call,540.63,2023-08-10,18:41:51
1380,575,call,773.53,2022-09-04,19:47:49
1381,4235,data,377.64,2022-10-29,23:00:54
1382,7613,call,945.36,2023-07-28,16:30:48
1383,852,call,187.66,2022-07-15,05:47:24
1384,6719,data,245.2,2023-11-30,07:50:28
1385,1501,SMS,430.74,2022-03-11,09:37:49
1386,8751,data,11.74,2022-10-11,16:04:15
1387,3723,data,972.42,2022-11-12,13:34:18
1388,3061,call,367.73,2022-03-19,22:55:54
1389,7279,SMS,540.72,2022-07-27,02:11:53
1390,8520,data,744.64,2023-01-07,06:22:04
1391,6317,SMS,507.41,2022-07-08,00:33:56
1392,8648,data,373.14,2022-07-09,23:14:01
1393,9335,call,775.96,2023-04-07,02:20:57
1394,1401,data,995.27,2022-08-24,05:04:01
1395,4289,call,823.35,2022-08-20,23:19:05
1396,1378,SMS,55.75,2023-05-19,03:56:52
1397,1382,data,128.93,2023-06-18,19:48:15
1398,7232,SMS,638.55,2023-10-10,18:50:59
1399,5051,SMS,767.49,2023-11-25,03:23:19
1400,5128,call,33.89,2022-05-13,05:34:42
1401,3675,call,95.38,2023-05-03,18:40:43
1402,6074,call,517.62,2022-05-24,02:05:33
1403,1188,data,489.11,2023-05-19,01:54:40
1404,8729,call,211.01,2022-08-04,13:43:59
1405,6288,call,466.31,2022-12-30,19:18:15
1406,4220,data,285.82,2023-08-04,08:02:12
1407,7133,SMS,73.63,2022-05-24,22:12:51
1408,6753,data,203.79,2022-03-29,20:05:46
1409,32,data,277.21,2023-04-22,15:31:52
1410,1500,call,158.07,2022-06-01,06:02:48
1411,8476,call,619.85,2022-08-30,22:11:30
1412,6291,data,962.65,2023-01-11,05:09:13
1413,5857,SMS,212.19,2022-03-09,16:53:42
1414,9477,call,809.61,2022-08-18,18:11:11
1415,3943,SMS,289.41,2023-09-02,21:35:48
1416,4948,data,899.69,2022-03-21,13:59:12
1417,7006,SMS,735.56,2023-12-18,00:58:55
1418,2220,data,776.63,2022-06-25,10:29:53
1419,8689,SMS,324.92,2022-07-09,00:15:06
1420,8418,SMS,596.2,2023-09-12,17:27:03
1421,8195,SMS,880.92,2023-12-06,07:46:58
1422,7769,call,229.71,2023-11-15,14:25:51
1423,7357,data,200.42,2023-03-06,02:14:54
1424,8297,call,531.21,2022-07-31,07:25:22
1425,5214,call,56.96,2023-11-02,15:38:12
1426,1206,call,423.52,2022-03-15,11:24:38
1427,8148,data,118.84,2023-12-24,19:41:22
1428,5939,data,440.0,2022-09-12,12:55:21
1429,6527,data,256.85,2022-11-28,03:38:56
1430,4383,call,11.33,2022-08-29,19:16:09
1431,6231,SMS,823.12,2022-04-04,23:46:28
1432,5706,data,262.58,2023-05-22,07:09:11
1433,8876,data,13.84,2022-12-16,07:28:09
1434,692,call,659.36,2023-07-14,18:33:08
1435,5657,data,612.17,2023-08-16,12:22:29
1436,2620,SMS,354.48,2023-02-09,06:26:19
1437,4634,call,232.98,2022-07-14,00:21:27
1438,4383,call,859.14,2022-08-12,07:54:52
1439,4720,data,71.21,2022-07-24,14:55:03
1440,2484,data,745.08,2022-12-17,04:36:56
1441,3774,SMS,319.2,2023-02-13,16:17:35
1442,3717,SMS,542.31,2023-09-11,09:49:32
1443,3405,data,341.65,2022-06-20,15:19:14
1444,4003,call,200.58,2022-07-18,17:39:25
1445,705,call,138.23,2023-10-07,20:22:58
1446,6928,SMS,115.21,2023-11-08,01:30:39
1447,1185,call,636.18,2022-08-28,18:53:03
1448,4458,SMS,67.04,2022-10-14,11:05:50
1449,7744,call,354.12,2023-06-25,07:18:27
1450,1372,data,521.02,2022-04-11,22:29:35
1451,3938,data,358.05,2023-04-28,09:25:10
1452,5899,SMS,182.92,2022-03-20,22:58:39
1453,1084,data,892.13,2022-12-21,06:16:17
1454,996,call,954.75,2023-11-14,10:22:22
1455,2799,data,629.56,2022-02-15,13:33:26
1456,9179,SMS,517.03,2023-11-21,12:46:50
1457,6244,call,496.31,2023-12-05,12:20:31
1458,8855,call,667.76,2023-12-03,17:57:00
1459,1086,data,24.12,2023-06-17,14:44:12
1460,7699,call,807.53,2023-08-26,13:33:48
1461,332,SMS,190.63,2022-04-28,12:50:59
1462,4641,SMS,778.47,2022-06-18,04:52:35
1463,385,call,420.41,2022-07-24,22:57:49
1464,9881,call,299.08,2022-04-30,15:43:09
1465,9939,SMS,66.27,2023-08-18,05:39:53
1466,2919,data,303.0,2023-09-08,09:08:25
1467,7825,call,519.06,2023-03-20,00:46:01
1468,7404,call,373.45,2023-05-27,22:46:31
1469,8578,SMS,229.43,2022-07-17,07:49:09
1470,1904,call,504.77,2023-01-22,02:39:51
1471,319,SMS,823.82,2022-02-02,13:50:30
1472,7882,call,258.08,2023-06-29,22:01:27
1473,1687,data,946.69,2022-03-26,05:25:08
1474,5194,data,149.94,2023-06-19,19:10:05
1475,4674,data,177.31,2023-04-15,02:15:38
1476,4710,data,139.61,2022-03-23,13:47:21
1477,1234,SMS,852.56,2023-08-08,17:08:27
1478,3704,call,187.08,2023-01-29,18:38:20
1479,6442,data,605.5,2023-10-24,18:36:12
1480,6002,SMS,517.26,2023-08-03,20:35:19
1481,2965,call,207.37,2022-12-14,20:32:32
1482,5170,data,507.48,2022-05-14,13:14:13
1483,3888,call,612.32,2022-12-21,11:32:21
1484,8425,call,752.49,2023-10-13,20:24:06
1485,9050,data,801.1,2023-11-07,14:16:52
1486,9384,SMS,205.72,2022-12-30,17:57:08
1487,605,data,249.33,2023-01-17,03:38:59
1488,3230,SMS,159.23,2022-09-07,17:37:24
1489,6312,SMS,940.04,2023-07-09,06:14:34
1490,9892,data,363.9,2023-10-10,05:08:08
1491,2678,call,640.81,2023-07-22,03:57:43
1492,43,SMS,893.07,2022-05-03,02:24:21
1493,2540,call,538.18,2023-06-16,18:15:14
1494,2210,SMS,817.07,2023-09-23,18:40:42
1495,5707,SMS,651.08,2022-01-21,23:18:55
1496,1679,SMS,353.44,2023-10-09,11:15:37
1497,4916,data,686.13,2023-12-16,11:17:39
1498,1816,SMS,809.1,2023-01-16,10:00:22
1499,23,call,720.1,2022-07-30,07:48:49
1500,708,data,202.44,2022-01-10,06:51:36
1501,3483,SMS,428.59,2023-03-17,04:10:10
1502,8058,SMS,7.81,2023-05-12,16:24:53
1503,5808,call,409.78,2022-06-08,22:26:28
1504,4178,data,279.99,2023-01-14,06:47:03
1505,3877,SMS,995.83,2022-04-22,01:13:12
1506,2136,SMS,799.48,2022-11-28,03:39:35
1507,474,SMS,731.12,2022-08-12,10:08:09
1508,7497,data,866.35,2022-06-04,14:17:53
1509,8105,SMS,586.1,2023-09-26,12:58:41
1510,4602,SMS,511.51,2022-03-27,07:21:20
1511,4870,data,863.82,2022-09-21,08:11:55
1512,950,call,849.23,2023-05-18,05:52:47
1513,1547,data,882.2,2022-06-19,23:57:03
1514,493,call,486.74,2022-04-19,19:03:02
1515,542,call,48.29,2023-02-22,21:46:04
1516,9606,call,205.08,2022-08-14,07:11:30
1517,6561,call,999.16,2023-03-18,22:26:34
1518,5605,call,593.81,2023-09-28,19:16:35
1519,4768,SMS,553.07,2022-07-15,09:04:10
1520,8949,call,344.15,2022-08-02,16:24:44
1521,2745,SMS,723.15,2022-05-02,17:07:47
1522,2542,SMS,946.94,2022-12-13,04:02:17
1523,729,call,213.22,2023-04-29,20:41:05
1524,4418,data,291.91,2023-02-01,01:37:22
1525,2820,SMS,198.89,2022-04-10,05:21:13
1526,1175,SMS,663.61,2022-07-03,02:39:25
1527,5464,call,984.22,2022-10-12,17:32:42
1528,5771,SMS,22.82,2023-11-28,02:33:18
1529,9072,SMS,894.89,2023-07-05,15:31:31
1530,278,data,800.07,2023-09-13,19:05:49
1531,8757,data,734.88,2022-02-10,06:46:16
1532,654,call,585.06,2023-05-24,23:49:55
1533,5488,call,571.23,2023-08-21,01:38:19
1534,7575,call,946.83,2023-02-22,13:00:00
1535,6431,data,820.64,2023-01-25,10:03:51
1536,1759,SMS,394.46,2022-07-09,10:51:57
1537,5388,call,481.65,2022-05-02,18:42:56
1538,5910,data,364.4,2023-07-12,02:54:57
1539,8629,call,992.95,2023-11-04,23:16:54
1540,6321,call,106.8,2022-12-22,04:51:02
1541,7149,data,2.16,2022-12-30,00:43:42
1542,7216,data,141.67,2023-10-13,19:59:59
1543,9552,data,724.36,2022-09-07,20:35:03
1544,2753,SMS,730.93,2023-09-26,23:59:53
1545,2097,SMS,179.09,2022-02-06,09:48:29
1546,3011,call,589.51,2023-08-03,22:41:40
1547,3514,SMS,144.06,2023-01-16,19:51:11
1548,439,call,118.33,2023-09-07,17:20:40
1549,6923,SMS,917.08,2023-07-10,02:22:19
1550,3916,call,914.74,2023-05-20,22:08:32
1551,757,SMS,406.1,2023-11-29,22:01:47
1552,1636,data,415.99,2023-11-28,18:15:12
1553,4802,call,168.62,2022-03-02,23:04:10
1554,3447,data,717.88,2022-03-30,14:11:08
1555,7961,data,717.97,2023-11-25,00:33:50
1556,8880,call,693.64,2022-11-07,13:43:05
1557,2941,SMS,930.01,2023-06-26,02:06:24
1558,4447,call,695.64,2022-08-30,06:27:47
1559,5074,data,909.32,2023-10-14,10:33:40
1560,9828,call,937.61,2023-03-19,21:57:56
1561,1933,data,498.09,2022-08-28,03:27:31
1562,4992,call,976.25,2023-06-10,07:34:50
1563,4967,call,100.13,2022-05-19,03:40:26
1564,523,SMS,227.25,2022-02-19,13:42:44
1565,8075,call,583.79,2022-06-18,10:31:51
1566,9017,call,313.34,2022-06-13,17:09:43
1567,5409,SMS,523.53,2022-09-27,11:59:02
1568,8750,call,928.41,2022-01-01,08:59:34
1569,6949,SMS,864.0,2023-05-20,16:31:16
1570,9404,call,105.09,2022-12-12,13:23:38
1571,5830,call,390.51,2022-12-19,05:41:31
1572,5166,SMS,765.5,2022-11-13,21:11:13
1573,7911,SMS,29.66,2023-04-19,00:19:42
1574,7960,SMS,250.31,2023-05-05,14:17:31
1575,2453,data,701.48,2023-08-28,21:50:59
1576,8037,SMS,689.6,2023-03-26,05:05:51
1577,682,call,889.83,2022-11-15,07:46:42
1578,2186,data,35.19,2022-11-19,03:25:08
1579,2308,SMS,443.25,2023-07-26,22:24:42
1580,7352,data,189.98,2023-04-10,16:07:49
1581,786,SMS,736.19,2023-07-08,06:05:27
1582,5392,data,104.27,2023-10-23,22:54:23
1583,6698,SMS,921.37,2023-04-18,15:14:06
1584,6887,SMS,697.76,2023-10-22,19:35:20
1585,5429,call,546.47,2022-04-09,08:19:45
1586,6778,SMS,158.53,2022-10-18,15:42:14
1587,3365,data,832.0,2023-06-07,00:04:23
1588,671,call,224.0,2022-08-23,23:45:46
1589,178,call,835.2,2023-01-21,10:36:19
1590,1333,SMS,28.62,2023-10-19,12:05:50
1591,7891,SMS,596.19,2022-11-10,22:48:37
1592,8943,data,693.62,2022-01-05,18:32:19
1593,7477,SMS,745.2,2022-01-09,10:53:07
1594,9239,call,413.52,2023-11-18,07:21:42
1595,7977,call,575.31,2022-04-08,23:00:00
1596,2609,data,497.84,2023-09-08,03:48:03
1597,2709,SMS,144.66,2023-01-11,22:27:46
1598,5744,data,716.91,2023-02-16,16:11:23
1599,6446,call,290.12,2022-08-02,12:48:51
1600,604,data,755.66,2022-03-31,14:47:41
1601,6945,SMS,633.4,2023-07-17,05:30:10
1602,4847,call,360.43,2023-12-19,17:42:37
1603,1615,call,580.98,2022-09-22,03:48:08
1604,1755,data,347.98,2022-05-20,05:57:23
1605,2317,call,149.59,2022-08-06,05:12:53
1606,7247,SMS,784.88,2023-07-25,05:44:53
1607,4060,data,574.81,2022-04-09,18:25:15
1608,7556,call,612.64,2022-10-24,09:31:30
1609,7935,data,841.48,2023-05-23,17:00:11
1610,1451,data,418.66,2023-06-19,02:23:52
1611,6614,data,458.98,2022-03-21,06:15:10
1612,8675,call,502.45,2023-08-19,02:47:41
1613,3309,data,237.42,2022-11-21,07:42:42
1614,322,data,28.29,2023-09-03,19:49:27
1615,2308,data,777.78,2023-05-15,00:09:18
1616,3452,SMS,603.62,2022-02-23,23:03:34
1617,81,data,942.48,2023-06-28,22:49:16
1618,7297,call,514.12,2022-03-28,23:53:35
1619,2329,data,456.57,2022-05-04,03:59:12
1620,3759,data,994.32,2023-04-01,14:22:21
1621,2655,data,431.86,2022-06-08,16:01:02
1622,8200,SMS,822.21,2022-10-27,04:21:48
1623,8105,SMS,784.51,2023-11-22,01:06:59
1624,9465,call,907.84,2022-06-13,10:32:15
1625,3886,data,112.61,2023-09-15,18:30:22
1626,1746,data,236.62,2023-08-17,11:35:10
1627,2692,SMS,492.44,2022-04-17,08:51:38
1628,8445,SMS,115.77,2022-06-22,14:19:03
1629,7594,SMS,817.57,2023-05-01,20:55:43
1630,6950,SMS,140.9,2023-09-02,23:09:23
1631,4164,call,275.92,2023-01-11,09:25:43
1632,8429,SMS,50.89,2022-12-19,08:07:39
1633,424,SMS,229.87,2022-02-13,05:59:31
1634,9688,SMS,776.96,2023-01-24,18:27:10
1635,7836,call,1.79,2023-07-21,19:50:36
1636,6996,call,821.77,2022-05-09,08:20:26
1637,9550,SMS,281.16,2022-06-22,05:02:56
1638,7470,SMS,252.48,2022-11-05,01:48:03
1639,6248,data,608.81,2022-05-14,14:56:16
1640,8265,SMS,562.53,2023-09-03,08:18:18
1641,8227,data,384.19,2023-10-27,11:32:50
1642,4157,call,98.7,2022-01-10,17:28:08
1643,159,data,637.09,2023-01-07,15:33:38
1644,2037,call,856.79,2022-05-20,23:28:16
1645,5705,SMS,7.72,2022-03-01,04:50:12
1646,3791,call,170.56,2023-10-12,10:19:53
1647,5123,data,688.37,2022-12-21,22:16:04
1648,2099,data,357.81,2022-11-02,06:29:58
1649,2712,SMS,216.6,2023-01-16,12:13:47
1650,2972,data,81.52,2022-05-18,16:28:13
1651,7953,call,935.6,2022-05-09,14:57:42
1652,6049,SMS,220.85,2023-12-09,18:02:50
1653,5837,data,761.81,2022-02-18,21:45:32
1654,6678,call,90.87,2022-06-02,16:00:05
1655,3932,call,725.35,2023-06-13,01:38:21
1656,6758,data,461.43,2022-07-06,08:41:20
1657,5237,call,229.69,2022-06-08,14:19:07
1658,5847,SMS,582.59,2022-10-25,22:45:46
1659,9924,SMS,770.19,2022-06-07,13:10:21
1660,9169,call,852.99,2022-02-18,16:14:28
1661,1061,SMS,222.48,2022-02-07,13:57:56
1662,4696,SMS,548.64,2022-08-18,21:18:01
1663,5662,SMS,300.82,2022-03-17,03:13:17
1664,4226,call,878.05,2023-09-19,00:43:59
1665,8792,SMS,113.43,2023-08-26,03:40:41
1666,7227,data,465.04,2022-11-12,08:50:45
1667,4476,call,764.37,2023-03-20,08:05:04
1668,1590,data,629.3,2023-05-19,15:54:32
1669,800,data,523.93,2023-06-28,11:05:20
1670,4913,data,924.92,2022-02-24,00:14:26
1671,7370,call,349.29,2022-05-27,07:13:11
1672,4338,data,568.52,2023-12-28,09:00:03
1673,9019,call,191.73,2022-03-17,12:42:42
1674,4778,data,804.08,2022-09-28,09:21:37
1675,6636,SMS,38.12,2022-02-04,23:56:40
1676,5612,data,769.53,2023-02-28,23:52:37
1677,2394,SMS,815.64,2022-04-26,00:14:30
1678,1995,call,607.85,2023-11-16,20:55:09
1679,795,call,50.23,2023-10-04,06:22:04
1680,1548,call,1.17,2022-04-03,07:51:15
1681,5708,data,246.79,2022-11-17,12:22:07
1682,6290,SMS,106.23,2023-12-05,12:15:54
1683,3265,call,258.07,2022-02-22,03:02:09
1684,6754,SMS,245.07,2023-09-03,11:44:28
1685,3950,call,52.7,2023-09-19,20:55:06
1686,8786,SMS,652.75,2023-07-17,01:15:29
1687,5961,SMS,583.42,2023-01-11,03:07:41
1688,5067,data,330.7,2023-03-13,16:29:19
1689,9878,SMS,23.31,2023-12-18,14:12:04
1690,1601,SMS,599.11,2023-05-25,13:34:52
1691,6771,call,605.07,2023-10-04,06:24:02
1692,3041,call,738.14,2022-05-27,03:03:59
1693,3365,data,245.94,2023-01-30,00:18:58
1694,3205,SMS,477.67,2023-05-15,04:51:48
1695,365,data,871.58,2022-03-24,01:54:16
1696,3544,SMS,498.7,2023-02-24,04:24:45
1697,3848,call,797.34,2022-07-23,08:13:16
1698,5153,call,139.04,2022-04-07,12:31:14
1699,281,data,477.57,2022-10-23,09:55:47
1700,8646,SMS,473.42,2022-10-07,21:56:08
1701,6863,data,668.5,2022-02-19,10:25:51
1702,166,call,471.51,2022-05-28,23:06:09
1703,1830,SMS,552.16,2023-11-11,00:13:16
1704,566,call,333.85,2022-06-25,02:21:12
1705,2789,SMS,215.88,2022-09-20,19:25:21
1706,2869,data,673.51,2023-06-17,21:57:24
1707,6286,SMS,69.37,2022-01-07,02:37:47
1708,4498,call,349.42,2023-08-28,14:01:38
1709,4174,call,33.74,2023-10-19,00:32:55
1710,6612,call,399.93,2023-01-27,00:37:35
1711,8439,call,817.89,2022-09-25,05:54:27
1712,4535,call,108.48,2023-11-24,04:39:26
1713,1239,data,600.09,2022-08-11,11:45:57
1714,7047,call,211.67,2022-11-24,18:56:27
1715,3466,SMS,730.96,2022-05-08,13:01:57
1716,8545,call,828.84,2023-02-24,08:40:36
1717,7618,call,72.29,2022-03-23,00:16:38
1718,4955,data,154.46,2022-06-13,21:02:48
1719,1533,SMS,428.18,2022-11-09,09:30:06
1720,9546,call,147.18,2023-09-01,15:36:47
1721,9301,data,513.88,2023-11-10,05:30:30
1722,5473,call,22.87,2022-02-10,19:32:28
1723,3082,data,135.06,2023-05-03,07:32:39
1724,7879,SMS,628.58,2022-04-26,22:21:16
1725,4842,data,459.16,2022-05-16,00:04:33
1726,1965,data,37.51,2023-11-11,08:01:19
1727,4568,data,730.9,2023-12-05,18:31:22
1728,4110,call,103.91,2023-07-17,09:12:06
1729,919,call,144.91,2023-04-08,15:35:21
1730,4051,SMS,9.23,2023-08-19,13:09:03
1731,2121,data,18.0,2022-10-12,21:29:22
1732,3002,call,245.24,2023-03-09,08:32:15
1733,1909,SMS,717.67,2023-10-30,15:03:17
1734,1129,data,960.49,2023-07-10,20:03:19
1735,6524,data,268.28,2022-06-30,06:26:47
1736,3814,data,914.01,2022-08-27,06:34:22
1737,4041,data,845.52,2022-09-17,17:19:52
1738,990,call,363.82,2022-11-13,23:22:10
1739,6103,data,636.78,2023-09-25,08:56:12
1740,6203,SMS,768.86,2023-03-22,08:59:28
1741,1434,SMS,732.05,2023-02-18,19:26:54
1742,1539,SMS,93.84,2023-10-27,05:19:10
1743,980,SMS,187.98,2022-07-10,12:40:19
1744,8644,data,273.17,2023-03-10,01:57:52
1745,1781,SMS,221.93,2022-08-31,22:51:38
1746,5594,SMS,938.3,2023-04-04,21:27:17
1747,2503,data,511.45,2022-04-26,16:38:48
1748,1606,SMS,206.28,2022-12-28,03:55:06
1749,8400,call,223.74,2023-06-13,12:22:47
1750,2047,SMS,109.75,2022-06-15,21:59:23
1751,8391,call,627.28,2023-08-13,02:33:32
1752,6346,data,902.45,2023-01-16,04:10:03
1753,5331,SMS,400.86,2022-12-20,16:33:30
1754,3778,call,651.82,2022-07-27,03:00:09
1755,3524,call,654.19,2023-12-10,22:09:29
1756,3240,data,90.52,2022-05-12,17:35:43
1757,3625,call,210.6,2023-07-10,21:43:30
1758,4198,data,566.66,2022-01-22,07:34:51
1759,916,call,885.34,2022-08-07,14:26:33
1760,8513,call,708.04,2022-05-13,07:52:52
1761,4803,SMS,654.94,2023-06-27,04:39:08
1762,6925,data,859.62,2023-05-18,23:15:54
1763,4547,call,894.81,2022-10-31,04:58:59
1764,7143,SMS,321.97,2022-03-09,10:07:14
1765,9449,data,294.3,2022-04-28,10:53:11
1766,5294,data,336.63,2023-12-11,18:17:26
1767,5406,call,585.87,2023-09-09,02:37:03
1768,440,SMS,382.41,2022-10-21,21:32:51
1769,505,data,398.23,2022-05-01,12:47:27
1770,9068,SMS,841.04,2022-01-19,23:54:18
1771,4093,call,680.77,2023-05-17,08:09:48
1772,958,call,856.23,2022-06-12,11:41:00
1773,712,data,888.1,2023-12-27,10:25:58
1774,5131,data,712.43,2022-10-12,04:29:25
1775,2541,call,470.61,2023-12-30,21:23:32
1776,647,data,275.84,2023-09-30,22:26:47
1777,2697,SMS,374.21,2023-07-28,02:21:10
1778,5957,data,135.63,2023-05-06,05:25:59
1779,6971,data,702.62,2023-05-27,13:30:49
1780,7054,call,358.1,2022-02-15,08:30:43
1781,3832,data,450.55,2023-06-20,04:03:09
1782,9164,SMS,975.67,2022-04-06,00:07:57
1783,5891,SMS,362.75,2022-03-27,21:00:40
1784,2129,call,588.08,2023-03-15,05:06:40
1785,8052,call,174.36,2022-01-21,11:11:51
1786,7424,data,244.95,2023-02-18,20:07:57
1787,6535,data,174.65,2022-05-08,01:04:07
1788,9166,SMS,273.72,2023-07-14,13:49:01
1789,9752,data,870.15,2022-10-03,03:06:05
1790,5665,SMS,293.15,2023-11-28,18:20:13
1791,43,data,252.67,2022-04-04,23:54:24
1792,7138,data,276.21,2023-11-08,21:23:19
1793,8141,SMS,718.36,2023-11-28,05:56:08
1794,3851,call,229.45,2022-09-19,20:15:30
1795,3873,call,562.38,2023-05-29,12:50:12
1796,8378,data,776.66,2022-06-03,00:16:17
1797,3314,data,943.83,2023-10-14,03:15:11
1798,3907,data,640.11,2023-08-16,01:08:56
1799,1156,SMS,170.47,2023-12-09,00:03:52
1800,3700,call,592.0,2023-10-31,21:09:34
1801,946,SMS,799.89,2023-08-24,16:14:28
1802,5580,data,241.16,2023-01-31,14:59:05
1803,9546,data,526.39,2023-08-21,13:49:46
1804,4634,SMS,386.13,2023-02-08,16:20:47
1805,7604,SMS,142.54,2022-02-26,00:46:19
1806,1598,data,286.94,2022-10-07,00:04:35
1807,6322,SMS,393.89,2022-08-04,09:14:35
1808,5042,data,293.46,2023-03-08,04:59:05
1809,4852,call,640.17,2022-04-03,06:44:13
1810,7674,SMS,475.34,2023-05-22,22:58:42
1811,8937,call,911.15,2023-09-29,14:35:42
1812,1286,data,115.22,2022-01-15,09:04:53
1813,400,call,767.06,2023-04-08,07:43:37
1814,4633,data,509.54,2022-10-23,08:05:21
1815,3581,call,682.0,2023-12-26,13:46:02
1816,3447,data,265.28,2023-01-18,11:56:23
1817,1201,SMS,341.85,2023-02-20,04:14:36
1818,2268,SMS,297.44,2023-04-04,05:07:56
1819,8446,SMS,497.92,2022-01-17,07:14:48
1820,1605,SMS,261.23,2023-07-13,21:06:37
1821,9378,data,649.67,2023-03-19,05:46:09
1822,1915,data,850.56,2023-04-25,10:17:04
1823,1586,call,349.72,2022-12-17,18:10:22
1824,7715,SMS,160.39,2022-11-15,17:14:16
1825,4202,call,691.04,2023-05-24,20:31:45
1826,3810,call,765.08,2022-06-07,15:39:21
1827,945,data,678.91,2022-03-24,21:26:40
1828,3884,SMS,188.67,2022-10-19,01:52:57
1829,2234,SMS,706.2,2022-05-01,13:01:16
1830,8422,data,871.03,2022-04-11,05:45:48
1831,8113,call,153.63,2023-07-07,06:54:47
1832,8584,SMS,998.87,2023-08-06,00:01:11
1833,7852,data,855.37,2023-04-06,10:03:54
1834,3006,data,648.3,2023-01-08,16:04:28
1835,1071,data,268.85,2022-07-13,01:40:49
1836,3723,data,942.97,2022-07-29,19:35:27
1837,5823,SMS,250.64,2022-01-18,09:55:56
1838,6836,data,75.16,2023-08-23,21:44:37
1839,4094,SMS,687.49,2022-01-09,04:06:02
1840,9346,data,530.71,2022-10-22,09:59:34
1841,1625,call,933.42,2023-07-18,20:59:42
1842,1244,data,885.03,2022-02-15,00:45:24
1843,5313,data,555.78,2022-07-28,22:03:20
1844,9990,SMS,466.13,2022-03-29,06:41:31
1845,8821,call,366.23,2023-07-15,14:00:19
1846,6458,call,879.75,2023-06-24,08:34:11
1847,1852,call,268.19,2022-07-31,00:16:42
1848,8219,data,31.31,2022-03-08,13:56:15
1849,9110,data,32.79,2022-07-28,06:36:10
1850,7794,call,33.97,2023-09-28,12:39:13
1851,4764,SMS,730.2,2022-07-28,09:32:19
1852,6531,data,116.46,2022-02-22,15:58:43
1853,7511,data,145.65,2023-09-10,23:25:19
1854,497,call,447.07,2023-05-26,01:51:25
1855,1120,data,862.74,2023-07-26,05:36:01
1856,3510,call,318.07,2023-10-31,22:39:32
1857,3374,data,522.0,2022-09-04,00:13:58
1858,7305,call,111.75,2023-09-16,18:34:19
1859,7066,SMS,226.2,2023-04-29,03:43:59
1860,2420,data,73.49,2022-02-05,18:24:57
1861,4709,SMS,620.12,2023-06-29,09:28:22
1862,5933,SMS,713.61,2022-02-20,08:19:12
1863,6544,data,87.08,2023-09-27,22:19:40
1864,4847,SMS,942.22,2022-04-21,15:45:09
1865,1862,call,235.89,2022-07-17,15:19:43
1866,9011,data,512.04,2023-03-27,21:09:56
1867,4301,call,114.1,2023-08-08,07:33:59
1868,9940,SMS,82.38,2023-10-12,04:28:01
1869,7722,call,811.4,2023-05-02,10:40:25
1870,4334,SMS,917.88,2023-11-03,03:13:54
1871,6016,data,983.91,2022-04-01,04:39:12
1872,7566,data,736.06,2022-10-25,21:50:25
1873,9588,call,747.28,2023-07-13,07:28:36
1874,9554,data,964.23,2023-06-15,17:03:12
1875,2332,call,504.8,2022-11-22,20:05:17
1876,7660,data,322.98,2022-07-02,03:34:44
1877,4162,call,603.0,2022-11-08,09:21:38
1878,2494,call,979.37,2022-10-15,11:28:45
1879,1800,SMS,900.89,2022-08-18,10:25:32
1880,3310,SMS,516.41,2023-11-26,19:48:20
1881,2572,data,39.34,2022-11-06,07:51:44
1882,1197,data,558.5,2023-08-01,14:11:16
1883,2835,call,651.45,2023-03-25,19:08:22
1884,8228,call,348.39,2022-02-27,09:03:01
1885,6882,SMS,183.89,2023-10-07,18:43:36
1886,2664,SMS,716.59,2023-11-05,22:06:04
1887,4417,SMS,758.32,2023-09-26,10:59:10
1888,6866,data,890.92,2023-09-10,09:49:19
1889,6224,data,923.68,2022-09-20,03:22:13
1890,5138,call,959.29,2023-11-26,21:26:44
1891,3705,data,455.24,2023-09-13,21:05:03
1892,6026,SMS,915.55,2022-04-17,08:49:37
1893,278,data,286.1,2022-01-30,18:10:58
1894,3557,SMS,147.16,2022-09-23,11:20:21
1895,8199,SMS,771.94,2023-06-19,02:31:22
1896,2869,call,462.66,2022-01-10,20:29:57
1897,1161,data,960.56,2023-10-02,11:00:23
1898,9052,SMS,152.53,2023-09-22,12:13:48
1899,4698,data,634.16,2023-03-15,22:00:21
1900,7194,data,148.19,2022-01-02,04:39:21
1901,1947,SMS,84.21,2022-07-30,10:09:40
1902,5663,data,280.96,2022-03-24,22:13:34
1903,348,call,283.97,2023-01-18,08:54:38
1904,9030,SMS,982.95,2023-12-15,20:57:45
1905,29,data,587.5,2023-03-26,20:49:01
1906,3497,data,381.05,2023-10-14,20:04:52
1907,2869,SMS,323.12,2023-02-05,08:58:51
1908,3051,call,741.05,2022-08-07,16:51:33
1909,3878,call,272.99,2023-04-07,10:46:33
1910,2092,data,66.06,2022-04-27,06:49:09
1911,2340,call,963.13,2023-01-21,22:40:05
1912,6229,call,942.43,2022-09-02,21:51:20
1913,3494,call,620.29,2023-04-03,07:19:03
1914,5777,call,834.26,2023-07-12,23:31:49
1915,8316,data,519.1,2022-08-01,06:06:14
1916,733,data,798.76,2022-03-19,02:01:49
1917,7697,SMS,710.91,2023-01-13,16:08:05
1918,7240,call,86.0,2022-04-21,16:04:04
1919,7109,data,416.62,2022-05-03,04:54:44
1920,8297,data,373.86,2023-05-23,11:38:40
1921,8494,SMS,348.25,2023-04-11,10:52:10
1922,5328,data,677.38,2023-11-15,00:25:17
