billing_id,customer_id,billing_amount,billing_date,due_date,payment_status,plan_type,latest_billed_date
2407,2407,127.69,2022-02-08,2023-02-01,Due,Basic,2023-06-23
2408,2408,68.93,2022-08-15,2022-08-14,Due,Premium,2023-01-25
2409,2409,68.5,2023-06-27,2023-07-14,Paid,Unlimited,2023-12-14
2410,2410,154.86,2022-01-17,2022-12-24,Paid,Basic,2023-01-17
2411,2411,137.25,2022-03-10,2022-12-25,Due,Premium,2023-10-07
2412,2412,135.24,2023-04-19,2022-02-20,Paid,Basic,2023-07-22
2413,2413,67.76,2022-06-03,2023-11-08,Due,Premium,2023-06-27
2414,2414,97.06,2022-12-24,2022-05-05,Paid,Basic,2023-12-08
2415,2415,142.78,2023-12-25,2022-11-17,Due,Basic,2023-10-21
2416,2416,74.95,2023-02-10,2022-07-24,Due,Unlimited,2023-03-03
2417,2417,92.18,2022-01-05,2023-02-17,Paid,Premium,2023-07-08
2418,2418,73.45,2022-12-21,2023-04-30,Paid,Premium,2023-12-22
2419,2419,184.9,2023-06-11,2022-11-13,Due,Premium,2023-07-09
2420,2420,30.07,2022-12-30,2023-07-27,Due,Unlimited,2023-09-05
2421,2421,137.08,2023-03-04,2023-08-13,Paid,Basic,2023-07-09
2422,2422,66.56,2022-05-30,2023-12-30,Paid,Unlimited,2023-07-24
2423,2423,78.86,2023-03-04,2022-04-14,Paid,Premium,2023-01-17
2424,2424,154.15,2023-09-30,2022-05-27,Due,Basic,2023-12-25
2425,2425,71.39,2023-05-28,2022-11-12,Paid,Unlimited,2023-04-15
2426,2426,157.78,2022-05-26,2022-07-15,Due,Unlimited,2023-01-06
2427,2427,148.92,2023-11-08,2023-12-17,Paid,Basic,2023-09-07
2428,2428,181.92,2022-03-29,2023-04-10,Due,Basic,2023-08-08
2429,2429,194.33,2023-03-24,2022-04-07,Due,Premium,2023-05-31
2430,2430,83.37,2022-06-15,2023-06-29,Paid,Premium,2023-09-11
2431,2431,195.68,2022-11-28,2022-09-18,Due,Premium,2023-12-14
2432,2432,78.72,2022-06-08,2023-11-17,Due,Premium,2023-03-13
2433,2433,149.75,2022-10-14,2022-12-06,Due,Premium,2023-04-30
2434,2434,40.05,2022-05-30,2023-03-20,Paid,Unlimited,2023-01-23
2435,2435,183.25,2023-06-26,2022-04-07,Paid,Premium,2023-03-18
2436,2436,55.3,2023-12-09,2022-01-19,Paid,Basic,2023-10-16
2437,2437,184.05,2022-12-03,2022-10-29,Paid,Unlimited,2023-01-08
2438,2438,123.48,2023-06-06,2022-09-04,Paid,Premium,2023-12-18
2439,2439,82.46,2023-10-08,2022-08-02,Paid,Basic,2023-05-02
2440,2440,120.12,2022-08-31,2023-02-14,Due,Premium,2023-06-07
2441,2441,168.03,2022-11-27,2022-03-30,Due,Premium,2023-02-20
2442,2442,162.07,2022-11-26,2023-02-04,Due,Unlimited,2023-12-28
2443,2443,77.19,2022-05-15,2023-07-11,Paid,Basic,2023-05-22
2444,2444,57.22,2022-06-07,2022-12-12,Due,Basic,2023-10-25
2445,2445,115.76,2023-01-26,2023-06-21,Paid,Premium,2023-08-03
2446,2446,37.64,2022-06-06,2023-03-09,Due,Premium,2023-04-09
2447,2447,94.49,2022-02-05,2022-08-04,Due,Unlimited,2023-10-24
2448,2448,29.79,2022-11-11,2023-06-21,Paid,Basic,2023-01-28
2449,2449,168.89,2022-07-04,2023-01-05,Paid,Premium,2023-01-30
2450,2450,151.74,2023-01-30,2022-02-23,Paid,Unlimited,2023-11-01
2451,2451,110.29,2022-05-30,2022-05-05,Due,Premium,2023-02-27
2452,2452,177.34,2022-03-04,2023-10-29,Paid,Basic,2023-10-24
2453,2453,44.54,2023-03-08,2023-11-18,Due,Premium,2023-11-17
2454,2454,20.56,2023-03-30,2022-07-18,Paid,Basic,2023-02-24
2455,2455,190.47,2022-06-29,2022-12-03,Due,Premium,2023-07-22
2456,2456,52.02,2022-09-24,2023-06-19,Due,Basic,2023-07-05
2457,2457,42.2,2023-03-13,2022-08-16,Paid,Basic,2023-01-12
2458,2458,20.9,2022-01-03,2022-08-23,Due,Premium,2023-12-24
2459,2459,123.48,2023-07-21,2022-04-17,Due,Unlimited,2023-06-24
2460,2460,118.44,2023-05-09,2022-08-19,Paid,Basic,2023-09-17
2461,2461,190.95,2023-12-16,2023-02-13,Due,Premium,2023-01-27
2462,2462,88.96,2022-07-28,2023-05-03,Paid,Premium,2023-06-27
2463,2463,146.6,2023-09-10,2023-05-31,Paid,Unlimited,2023-05-26
2464,2464,127.46,2023-02-26,2023-09-01,Paid,Unlimited,2023-05-15
2465,2465,59.69,2022-03-15,2022-11-17,Due,Unlimited,2023-02-28
2466,2466,180.98,2023-08-21,2022-09-25,Paid,Unlimited,2023-02-02
2467,2467,185.87,2023-06-24,2022-09-22,Paid,Premium,2023-06-19
2468,2468,100.88,2022-08-17,2023-09-15,Due,Unlimited,2023-01-13
2469,2469,37.15,2023-09-23,2023-02-20,Paid,Unlimited,2023-09-11
2470,2470,90.61,2023-02-06,2023-03-04,Paid,Premium,2023-10-13
2471,2471,79.48,2022-03-26,2023-05-05,Paid,Premium,2023-03-13
2472,2472,37.09,2023-05-04,2022-02-28,Paid,Basic,2023-09-28
2473,2473,44.56,2022-04-28,2023-07-28,Due,Unlimited,2023-05-28
2474,2474,181.26,2022-10-02,2023-10-13,Due,Unlimited,2023-11-10
2475,2475,44.63,2023-09-22,2023-05-14,Due,Unlimited,2023-09-10
2476,2476,119.47,2022-07-24,2022-01-26,Due,Unlimited,2023-05-17
2477,2477,122.24,2022-03-22,2023-04-02,Due,Premium,2023-10-14
2478,2478,67.37,2023-02-04,2022-02-27,Due,Unlimited,2023-07-12
2479,2479,93.2,2022-10-09,2022-10-23,Paid,Basic,2023-03-22
2480,2480,58.75,2022-09-25,2023-05-12,Due,Basic,2023-09-14
2481,2481,26.97,2022-09-11,2023-12-09,Due,Unlimited,2023-12-30
2482,2482,88.76,2022-05-18,2022-06-09,Paid,Basic,2023-04-05
2483,2483,150.63,2022-08-19,2022-06-17,Paid,Premium,2023-03-04
2484,2484,182.05,2023-11-08,2023-08-22,Due,Basic,2023-02-01
2485,2485,25.72,2023-08-28,2022-02-25,Due,Unlimited,2023-10-16
2486,2486,158.28,2023-04-04,2022-09-28,Due,Unlimited,2023-07-06
2487,2487,105.1,2023-09-13,2023-08-07,Due,Basic,2023-07-02
2488,2488,72.2,2023-07-18,2022-07-01,Paid,Unlimited,2023-03-16
2489,2489,187.51,2022-07-18,2023-08-09,Paid,Premium,2023-04-04
2490,2490,89.71,2022-06-22,2022-05-07,Paid,Premium,2023-11-28
2491,2491,165.45,2022-05-04,2023-06-13,Paid,Unlimited,2023-05-20
2492,2492,116.47,2022-04-10,2023-11-26,Due,Premium,2023-07-23
2493,2493,109.72,2023-10-18,2022-09-26,Paid,Premium,2023-02-08
2494,2494,92.46,2023-03-19,2023-03-17,Due,Premium,2023-04-28
2495,2495,179.8,2023-10-01,2022-11-24,Due,Premium,2023-11-23
2496,2496,129.7,2023-02-23,2022-11-25,Paid,Premium,2023-01-11
2497,2497,66.92,2022-12-14,2023-11-11,Paid,Unlimited,2023-10-08
2498,2498,133.89,2023-06-26,2023-08-14,Due,Basic,2023-05-24
2499,2499,45.81,2023-06-22,2023-01-10,Due,Basic,2023-02-20
2500,2500,150.61,2023-06-20,2023-01-05,Due,Basic,2023-09-28
2501,2501,77.42,2023-02-13,2022-09-09,Due,Unlimited,2023-10-13
2502,2502,146.39,2022-01-31,2023-12-03,Paid,Premium,2023-11-09
2503,2503,30.06,2023-01-05,2022-09-26,Paid,Premium,2023-06-20
2504,2504,127.78,2023-12-08,2022-09-20,Paid,Basic,2023-11-12
2505,2505,127.6,2023-10-05,2023-08-20,Paid,Premium,2023-11-10
2506,2506,111.26,2022-09-13,2022-10-23,Due,Basic,2023-08-02
2507,2507,156.13,2022-03-07,2023-06-22,Due,Premium,2023-03-09
2508,2508,51.43,2022-12-14,2022-12-30,Paid,Unlimited,2023-10-09
2509,2509,34.0,2023-06-03,2022-12-09,Paid,Unlimited,2023-08-30
2510,2510,44.65,2022-03-14,2023-08-22,Paid,Basic,2023-09-03
2511,2511,189.87,2022-02-02,2022-09-24,Due,Basic,2023-08-31
2512,2512,61.74,2022-08-13,2022-04-13,Due,Premium,2023-05-02
2513,2513,91.73,2022-07-31,2023-08-03,Due,Unlimited,2023-07-06
2514,2514,176.42,2023-06-13,2022-03-07,Paid,Basic,2023-09-24
2515,2515,62.26,2022-09-27,2023-02-15,Paid,Unlimited,2023-04-28
2516,2516,163.95,2022-09-04,2023-12-04,Paid,Unlimited,2023-03-01
2517,2517,140.26,2023-07-26,2022-12-01,Paid,Premium,2023-07-30
2518,2518,187.03,2023-01-20,2023-01-21,Paid,Basic,2023-06-25
2519,2519,77.31,2022-06-28,2023-01-20,Due,Unlimited,2023-08-23
2520,2520,23.28,2023-10-14,2023-08-28,Due,Premium,2023-11-27
2521,2521,159.73,2023-01-24,2022-06-16,Due,Basic,2023-03-21
2522,2522,167.92,2022-09-07,2022-07-14,Paid,Premium,2023-10-08
2523,2523,154.11,2023-11-12,2023-04-14,Due,Basic,2023-01-11
2524,2524,36.8,2022-12-02,2023-04-24,Due,Premium,2023-12-01
2525,2525,190.19,2022-02-10,2022-08-07,Paid,Basic,2023-06-02
2526,2526,108.74,2023-07-11,2023-04-06,Paid,Unlimited,2023-01-01
2527,2527,113.85,2022-07-24,2023-02-26,Due,Premium,2023-11-30
2528,2528,25.44,2022-01-31,2022-07-12,Paid,Unlimited,2023-08-17
2529,2529,178.62,2022-11-03,2022-07-06,Due,Premium,2023-03-08
2530,2530,119.45,2022-08-21,2023-01-24,Paid,Unlimited,2023-08-09
2531,2531,160.09,2022-03-07,2023-04-23,Due,Basic,2023-02-16
2532,2532,90.97,2022-09-04,2023-11-15,Due,Basic,2023-10-09
2533,2533,90.71,2022-11-14,2022-04-17,Due,Basic,2023-06-17
2534,2534,193.48,2022-10-30,2023-12-14,Paid,Unlimited,2023-08-19
2535,2535,63.59,2022-01-04,2023-05-25,Due,Premium,2023-07-09
2536,2536,180.86,2023-02-23,2023-08-16,Due,Premium,2023-11-08
2537,2537,133.71,2022-05-19,2022-12-17,Due,Unlimited,2023-12-02
2538,2538,184.72,2023-09-18,2023-05-29,Paid,Premium,2023-02-05
2539,2539,112.07,2023-08-06,2023-11-26,Paid,Unlimited,2023-08-07
2540,2540,57.88,2022-09-25,2023-07-29,Due,Premium,2023-09-13
2541,2541,42.54,2023-10-30,2022-12-07,Due,Unlimited,2023-12-21
2542,2542,55.09,2023-11-11,2022-10-28,Due,Basic,2023-06-07
2543,2543,87.41,2022-05-23,2023-11-21,Paid,Unlimited,2023-06-27
2544,2544,190.51,2023-01-05,2022-10-21,Due,Premium,2023-10-09
2545,2545,66.18,2023-07-16,2022-09-04,Due,Basic,2023-09-19
2546,2546,169.95,2022-04-15,2022-05-29,Paid,Basic,2023-12-17
2547,2547,111.03,2023-10-10,2023-05-06,Paid,Premium,2023-03-02
2548,2548,73.13,2022-01-30,2022-09-14,Paid,Premium,2023-10-11
2549,2549,117.37,2023-05-03,2023-11-19,Due,Premium,2023-02-04
2550,2550,82.52,2022-06-01,2022-01-31,Paid,Premium,2023-06-22
2551,2551,181.22,2023-09-20,2022-07-07,Paid,Basic,2023-12-02
2552,2552,142.27,2023-12-16,2023-10-19,Due,Unlimited,2023-07-13
2553,2553,139.35,2023-08-15,2023-09-23,Due,Basic,2023-11-23
2554,2554,193.24,2022-07-16,2023-11-18,Due,Unlimited,2023-05-06
2555,2555,85.59,2022-03-20,2023-04-02,Due,Basic,2023-11-30
2556,2556,141.1,2023-08-13,2022-06-15,Due,Premium,2023-06-19
2557,2557,164.31,2022-04-27,2023-04-04,Due,Basic,2023-07-14
2558,2558,68.8,2023-12-17,2022-09-06,Paid,Basic,2023-09-26
2559,2559,169.54,2022-03-03,2023-07-14,Paid,Unlimited,2023-08-25
2560,2560,113.77,2023-09-13,2023-03-07,Due,Premium,2023-05-28
2561,2561,193.21,2022-12-12,2022-06-28,Paid,Unlimited,2023-03-31
2562,2562,50.55,2022-04-10,2022-11-23,Due,Premium,2023-05-19
2563,2563,22.96,2022-07-29,2022-01-21,Due,Basic,2023-02-28
2564,2564,176.75,2022-06-09,2022-03-22,Due,Premium,2023-06-02
2565,2565,181.54,2022-06-05,2023-01-22,Due,Basic,2023-02-19
2566,2566,77.17,2022-02-03,2023-12-26,Due,Basic,2023-01-18
2567,2567,51.8,2023-03-18,2023-11-25,Paid,Basic,2023-05-24
2568,2568,54.7,2022-10-09,2022-03-03,Paid,Premium,2023-12-14
2569,2569,71.51,2022-05-24,2022-05-19,Due,Premium,2023-07-23
2570,2570,94.28,2023-05-06,2022-06-10,Due,Unlimited,2023-09-05
2571,2571,174.97,2022-03-04,2023-05-14,Due,Basic,2023-01-13
2572,2572,25.97,2023-01-04,2023-06-02,Due,Premium,2023-02-12
2573,2573,101.96,2022-12-24,2022-06-29,Paid,Unlimited,2023-12-13
2574,2574,180.41,2023-09-10,2023-08-30,Due,Unlimited,2023-01-02
2575,2575,124.01,2023-03-24,2023-03-16,Due,Basic,2023-10-15
2576,2576,145.73,2022-02-13,2023-10-04,Paid,Premium,2023-05-22
2577,2577,108.78,2023-10-05,2023-03-30,Paid,Premium,2023-07-25
2578,2578,174.4,2023-09-01,2022-10-13,Paid,Unlimited,2023-02-11
2579,2579,63.0,2023-12-19,2023-10-31,Paid,Premium,2023-10-16
2580,2580,80.04,2022-09-29,2022-09-28,Due,Unlimited,2023-03-23
2581,2581,74.07,2023-02-24,2023-08-25,Due,Unlimited,2023-01-23
2582,2582,22.92,2023-06-23,2023-03-03,Due,Basic,2023-01-31
2583,2583,26.37,2023-02-07,2023-03-26,Due,Premium,2023-04-02
2584,2584,58.0,2023-03-31,2023-06-12,Paid,Premium,2023-02-11
2585,2585,112.39,2023-03-09,2022-12-15,Due,Basic,2023-09-09
2586,2586,81.41,2023-09-15,2022-05-01,Paid,Unlimited,2023-08-30
2587,2587,160.07,2022-03-12,2023-06-19,Paid,Basic,2023-12-03
2588,2588,157.47,2023-11-18,2022-11-16,Due,Unlimited,2023-02-12
2589,2589,166.44,2023-01-31,2023-10-08,Paid,Basic,2023-06-06
2590,2590,21.8,2023-02-18,2023-10-19,Due,Unlimited,2023-08-14
2591,2591,46.4,2022-04-19,2022-08-05,Paid,Premium,2023-04-05
2592,2592,78.14,2022-06-14,2022-10-09,Due,Premium,2023-04-12
2593,2593,92.58,2022-06-30,2022-09-27,Due,Basic,2023-01-11
2594,2594,76.5,2022-12-04,2022-10-05,Due,Basic,2023-10-29
2595,2595,160.5,2022-11-11,2023-12-08,Due,Unlimited,2023-02-15
2596,2596,179.65,2022-09-10,2023-03-22,Due,Basic,2023-12-07
2597,2597,43.32,2023-10-09,2023-03-22,Due,Unlimited,2023-02-11
2598,2598,133.25,2022-08-02,2022-05-20,Paid,Premium,2023-12-28
2599,2599,138.21,2022-01-01,2023-05-16,Due,Premium,2023-06-16
2600,2600,35.41,2023-07-04,2023-04-28,Paid,Unlimited,2023-06-10
2601,2601,191.55,2023-12-30,2023-05-01,Paid,Unlimited,2023-02-17
2602,2602,66.9,2022-11-17,2022-06-30,Due,Basic,2023-06-18
2603,2603,110.29,2023-04-19,2022-07-26,Paid,Basic,2023-09-15
2604,2604,107.61,2023-04-26,2022-10-20,Due,Unlimited,2023-07-29
2605,2605,186.14,2023-06-08,2022-02-19,Due,Premium,2023-03-14
2606,2606,130.6,2022-08-27,2022-07-28,Paid,Basic,2023-02-09
2607,2607,133.31,2023-04-08,2022-06-23,Due,Unlimited,2023-06-24
2608,2608,96.1,2022-04-27,2023-12-11,Paid,Unlimited,2023-06-01
2609,2609,72.17,2023-08-18,2023-05-22,Due,Basic,2023-01-27
2610,2610,75.22,2022-07-05,2023-12-07,Paid,Basic,2023-05-29
2611,2611,106.89,2022-03-22,2022-11-27,Due,Basic,2023-07-13
2612,2612,85.24,2022-04-25,2022-03-12,Due,Premium,2023-03-21
2613,2613,147.68,2022-10-08,2023-03-29,Due,Basic,2023-06-23
2614,2614,22.66,2023-06-15,2023-08-31,Paid,Premium,2023-12-19
2615,2615,164.04,2022-08-28,2022-06-01,Paid,Basic,2023-04-05
2616,2616,101.78,2023-03-24,2022-09-09,Due,Unlimited,2023-07-12
2617,2617,110.14,2022-06-21,2022-12-08,Paid,Basic,2023-05-29
2618,2618,90.69,2023-01-05,2023-03-10,Paid,Basic,2023-03-27
2619,2619,171.35,2023-05-04,2022-07-23,Due,Basic,2023-04-18
2620,2620,38.6,2023-12-16,2023-10-17,Due,Premium,2023-11-21
2621,2621,120.88,2022-02-06,2022-09-07,Paid,Unlimited,2023-03-17
2622,2622,179.99,2022-07-19,2023-09-20,Due,Basic,2023-10-08
2623,2623,152.05,2023-01-03,2023-07-24,Due,Unlimited,2023-06-11
2624,2624,165.72,2022-01-06,2023-04-01,Paid,Basic,2023-10-13
2625,2625,176.33,2022-04-03,2023-10-28,Paid,Basic,2023-08-24
2626,2626,34.96,2023-11-28,2022-06-09,Due,Unlimited,2023-12-09
2627,2627,31.14,2023-11-12,2022-07-06,Paid,Premium,2023-12-20
2628,2628,69.5,2023-06-30,2022-06-13,Due,Basic,2023-05-09
2629,2629,129.81,2022-09-05,2022-09-05,Paid,Basic,2023-08-16
2630,2630,104.14,2022-06-15,2022-04-10,Due,Unlimited,2023-02-09
2631,2631,66.86,2023-02-02,2022-11-09,Paid,Premium,2023-11-25
2632,2632,192.42,2023-10-29,2022-04-12,Due,Unlimited,2023-03-18
2633,2633,87.78,2023-02-11,2022-05-19,Paid,Premium,2023-05-17
2634,2634,133.55,2022-12-12,2022-01-15,Paid,Premium,2023-08-07
2635,2635,40.44,2023-06-27,2022-09-03,Due,Unlimited,2023-08-05
2636,2636,193.05,2022-07-11,2023-10-24,Paid,Premium,2023-01-15
2637,2637,182.62,2022-11-11,2022-11-12,Due,Premium,2023-01-09
2638,2638,165.74,2022-03-05,2023-07-26,Due,Premium,2023-01-01
2639,2639,195.54,2023-05-22,2022-06-11,Paid,Premium,2023-07-08
2640,2640,123.58,2022-11-10,2023-09-23,Due,Unlimited,2023-12-12
2641,2641,171.25,2022-03-19,2023-06-23,Due,Premium,2023-06-13
2642,2642,99.58,2022-01-11,2022-08-22,Due,Unlimited,2023-07-28
2643,2643,95.67,2022-11-08,2023-01-16,Due,Basic,2023-07-16
2644,2644,80.88,2023-10-10,2022-06-26,Due,Unlimited,2023-06-16
2645,2645,143.62,2022-10-01,2022-11-15,Paid,Premium,2023-03-04
2646,2646,37.38,2022-11-10,2022-11-14,Due,Unlimited,2023-08-25
2647,2647,197.64,2023-02-19,2022-03-18,Due,Unlimited,2023-08-18
2648,2648,86.46,2023-01-09,2022-01-29,Paid,Premium,2023-11-15
2649,2649,191.78,2022-07-01,2024-01-02,Due,Basic,2023-03-01
2650,2650,150.6,2023-02-26,2022-01-25,Paid,Basic,2023-06-17
2651,2651,86.7,2022-01-31,2022-04-01,Due,Premium,2023-03-02
2652,2652,169.62,2023-11-03,2023-10-30,Paid,Unlimited,2023-02-03
2653,2653,188.59,2023-05-11,2022-05-27,Paid,Premium,2023-01-13
2654,2654,84.62,2022-10-16,2022-08-13,Due,Premium,2023-05-13
2655,2655,163.62,2023-04-17,2022-07-10,Paid,Premium,2023-06-21
2656,2656,85.56,2022-03-20,2022-04-03,Paid,Basic,2023-03-21
2657,2657,69.33,2022-01-06,2022-02-23,Due,Unlimited,2023-07-23
2658,2658,40.15,2023-10-14,2023-12-04,Paid,Unlimited,2023-05-13
2659,2659,115.58,2022-12-19,2023-08-08,Paid,Unlimited,2023-04-10
2660,2660,145.4,2023-04-18,2023-12-22,Due,Unlimited,2023-02-05
2661,2661,72.05,2023-04-05,2022-10-27,Paid,Premium,2023-04-07
2662,2662,121.63,2023-03-07,2022-12-28,Due,Premium,2023-05-03
2663,2663,41.18,2022-02-16,2022-11-11,Paid,Unlimited,2023-07-28
2664,2664,187.58,2022-05-29,2022-09-10,Paid,Premium,2023-10-11
2665,2665,61.78,2023-07-18,2023-09-03,Paid,Premium,2023-03-03
2666,2666,179.21,2022-06-23,2023-08-18,Due,Basic,2023-01-02
2667,2667,186.98,2022-05-10,2022-12-10,Due,Unlimited,2023-08-21
2668,2668,97.86,2023-09-27,2023-08-22,Paid,Basic,2023-03-22
2669,2669,91.53,2023-08-01,2023-07-02,Due,Basic,2023-03-01
2670,2670,100.92,2023-04-01,2022-04-18,Paid,Premium,2023-01-14
2671,2671,44.78,2022-01-02,2023-06-16,Paid,Unlimited,2023-05-03
2672,2672,151.61,2023-08-14,2022-12-09,Paid,Premium,2023-04-19
2673,2673,179.05,2023-03-28,2022-10-27,Paid,Premium,2023-03-09
2674,2674,30.17,2023-11-07,2022-09-19,Paid,Premium,2023-01-04
2675,2675,196.52,2022-02-17,2022-03-06,Paid,Basic,2023-11-25
2676,2676,194.86,2023-01-07,2023-06-03,Due,Premium,2023-08-01
2677,2677,85.28,2022-05-03,2023-06-20,Due,Premium,2023-07-26
2678,2678,188.26,2022-11-01,2023-04-10,Paid,Basic,2023-02-17
2679,2679,91.37,2023-06-23,2023-11-04,Due,Premium,2023-08-22
2680,2680,134.73,2023-02-28,2022-09-27,Paid,Premium,2023-01-04
2681,2681,178.13,2022-07-08,2022-04-13,Paid,Premium,2023-08-03
2682,2682,127.43,2022-06-22,2022-02-24,Due,Basic,2023-07-26
2683,2683,118.68,2022-07-03,2023-03-17,Due,Premium,2023-08-01
2684,2684,136.22,2023-06-12,2022-06-28,Due,Premium,2023-11-29
2685,2685,169.97,2022-09-16,2023-03-30,Paid,Unlimited,2023-10-20
2686,2686,148.75,2022-02-26,2023-04-06,Due,Basic,2023-11-09
2687,2687,26.26,2023-08-20,2023-01-20,Due,Premium,2023-10-02
2688,2688,97.91,2022-09-17,2022-03-05,Due,Unlimited,2023-03-29
2689,2689,66.33,2023-07-28,2022-12-14,Paid,Basic,2023-04-14
2690,2690,163.52,2022-11-02,2022-03-03,Paid,Basic,2023-01-18
2691,2691,40.21,2023-09-21,2022-04-07,Due,Unlimited,2023-02-24
2692,2692,117.77,2023-11-30,2023-09-25,Due,Premium,2023-06-18
2693,2693,176.85,2023-02-24,2023-12-31,Paid,Premium,2023-09-18
2694,2694,84.3,2023-11-12,2022-05-01,Paid,Unlimited,2023-12-18
2695,2695,144.96,2022-08-27,2022-03-16,Due,Basic,2023-09-25
2696,2696,174.77,2023-06-07,2023-07-28,Paid,Unlimited,2023-01-31
2697,2697,75.32,2022-05-15,2023-01-25,Paid,Basic,2023-05-23
2698,2698,143.96,2022-02-04,2022-05-01,Due,Basic,2023-04-20
2699,2699,179.15,2022-09-03,2022-09-05,Due,Basic,2023-11-18
2700,2700,177.98,2022-04-11,2022-02-07,Due,Unlimited,2023-04-12
2701,2701,199.64,2023-05-15,2023-04-14,Paid,Premium,2023-02-15
2702,2702,48.03,2022-12-30,2023-12-31,Paid,Unlimited,2023-03-30
2703,2703,102.91,2022-06-15,2023-10-15,Due,Basic,2023-02-18
2704,2704,41.9,2022-03-17,2022-06-28,Paid,Unlimited,2023-09-19
2705,2705,22.36,2023-03-09,2022-12-14,Due,Unlimited,2023-11-17
2706,2706,26.44,2023-03-30,2022-12-03,Due,Basic,2023-11-26
2707,2707,85.44,2022-11-22,2023-01-23,Paid,Unlimited,2023-12-04
2708,2708,113.47,2023-08-14,2022-07-30,Due,Basic,2023-06-10
2709,2709,110.0,2023-05-26,2023-05-04,Paid,Premium,2023-06-09
2710,2710,134.98,2022-12-30,2022-11-08,Due,Basic,2023-10-09
2711,2711,30.75,2022-12-10,2022-11-08,Paid,Unlimited,2023-02-22
2712,2712,174.55,2023-10-15,2022-02-26,Paid,Premium,2023-06-17
2713,2713,75.22,2023-12-06,2023-02-15,Paid,Premium,2023-10-17
2714,2714,58.43,2023-03-13,2022-01-19,Due,Premium,2023-02-05
2715,2715,184.64,2022-07-12,2022-11-13,Due,Premium,2023-03-03
2716,2716,152.85,2023-06-27,2022-03-12,Paid,Unlimited,2023-10-26
2717,2717,100.09,2023-06-09,2022-07-24,Due,Premium,2023-03-15
2718,2718,123.25,2022-02-12,2022-10-30,Paid,Premium,2023-01-23
2719,2719,173.75,2022-01-13,2023-11-05,Due,Premium,2023-06-03
2720,2720,37.33,2022-10-30,2022-01-18,Due,Premium,2023-10-30
2721,2721,58.75,2023-11-08,2023-12-07,Due,Basic,2023-07-19
2722,2722,35.99,2023-07-19,2023-09-10,Paid,Basic,2023-10-01
2723,2723,181.28,2022-01-05,2023-09-15,Due,Premium,2023-06-11
2724,2724,67.61,2022-01-08,2023-06-27,Paid,Premium,2023-03-31
2725,2725,102.18,2023-10-28,2022-02-27,Due,Premium,2023-11-03
2726,2726,83.27,2023-01-27,2023-03-19,Paid,Basic,2023-01-16
2727,2727,151.93,2023-08-15,2022-06-30,Due,Premium,2023-12-14
2728,2728,41.59,2023-02-16,2023-06-23,Due,Unlimited,2023-09-13
2729,2729,43.64,2023-02-27,2022-04-18,Paid,Premium,2023-03-27
2730,2730,138.58,2022-04-15,2022-08-29,Paid,Premium,2023-04-10
2731,2731,121.32,2022-04-29,2023-02-08,Paid,Unlimited,2023-01-29
2732,2732,39.63,2023-11-08,2023-01-06,Paid,Premium,2023-01-30
2733,2733,38.87,2023-01-16,2023-11-13,Due,Premium,2023-10-09
2734,2734,130.12,2022-04-01,2023-08-31,Due,Unlimited,2023-08-16
2735,2735,117.39,2023-07-11,2022-05-18,Due,Basic,2023-05-19
2736,2736,144.52,2022-03-29,2023-11-02,Paid,Premium,2023-12-29
2737,2737,177.42,2023-10-01,2023-05-05,Paid,Basic,2023-01-27
2738,2738,148.93,2022-06-30,2023-09-17,Paid,Unlimited,2023-12-03
2739,2739,61.68,2022-11-09,2022-12-26,Paid,Basic,2023-11-16
2740,2740,32.45,2022-01-19,2023-06-28,Due,Basic,2023-01-19
2741,2741,102.29,2023-01-24,2023-11-17,Due,Premium,2023-09-10
2742,2742,32.58,2023-11-01,2023-04-16,Due,Basic,2023-10-22
2743,2743,69.68,2023-09-01,2022-05-03,Paid,Unlimited,2023-01-04
2744,2744,171.75,2022-04-21,2022-11-04,Paid,Unlimited,2023-12-25
2745,2745,175.24,2023-02-04,2022-06-27,Due,Basic,2023-03-13
2746,2746,196.46,2022-03-06,2022-07-04,Due,Basic,2023-08-11
2747,2747,45.13,2023-09-02,2022-05-22,Paid,Premium,2023-09-30
2748,2748,189.06,2023-11-26,2023-02-13,Due,Unlimited,2023-08-27
2749,2749,20.55,2023-07-05,2022-05-16,Due,Unlimited,2023-06-05
2750,2750,27.49,2023-10-11,2023-02-16,Due,Unlimited,2023-11-02
2751,2751,53.48,2022-03-09,2022-11-27,Due,Unlimited,2023-02-28
2752,2752,171.32,2022-02-06,2022-10-20,Due,Basic,2023-07-30
2753,2753,20.58,2023-04-17,2022-12-29,Due,Unlimited,2023-05-22
2754,2754,114.37,2022-01-28,2023-12-17,Due,Basic,2023-10-30
2755,2755,80.46,2022-08-07,2022-05-01,Due,Unlimited,2023-09-04
2756,2756,88.69,2023-07-11,2022-07-22,Due,Premium,2023-05-13
2757,2757,124.7,2023-08-09,2022-05-25,Paid,Premium,2023-05-26
2758,2758,38.18,2022-05-14,2022-11-29,Paid,Premium,2023-03-21
2759,2759,20.34,2023-05-22,2022-03-15,Paid,Basic,2023-05-22
2760,2760,172.25,2023-10-09,2022-05-18,Paid,Basic,2023-02-06
2761,2761,36.18,2022-09-29,2024-01-10,Due,Basic,2023-07-29
2762,2762,143.46,2022-03-09,2023-07-15,Due,Unlimited,2023-09-04
2763,2763,153.41,2022-07-28,2022-10-25,Paid,Premium,2023-06-20
